"EcoR_ID" "EcoR_Name" "NAME_ENGL" "disp_plot" "b_Coef" "q_Coef"
"211" 429 "Western_Anatolia" "Turkey" "0.001 km" -0.238664937326935 NA
"212" 429 "Western_Anatolia" "Turkey" "0.1 km" -0.36647595413614 0.3262572448391
"213" 429 "Western_Anatolia" "Turkey" "0.5 km" -0.371020687744248 0.330788666075927
"214" 429 "Western_Anatolia" "Turkey" "1 km" -0.342305191712439 0.332437340316183
"215" 429 "Western_Anatolia" "Turkey" "2 km" -0.362730604939083 0.336291723076262
"216" 429 "Western_Anatolia" "Turkey" "5 km" -0.357518120226355 0.338310114280117
"217" 429 "Western_Anatolia" "Turkey" "10 km" -0.343211628409924 0.337331431881792
"218" 429 "Western_Anatolia" "Greece" "0.001 km" -0.238664937326935 NA
"219" 429 "Western_Anatolia" "Greece" "0.1 km" -0.36647595413614 0.3262572448391
"220" 429 "Western_Anatolia" "Greece" "0.5 km" -0.371020687744248 0.330788666075927
"221" 429 "Western_Anatolia" "Greece" "1 km" -0.342305191712439 0.332437340316183
"222" 429 "Western_Anatolia" "Greece" "2 km" -0.362730604939083 0.336291723076262
"223" 429 "Western_Anatolia" "Greece" "5 km" -0.357518120226355 0.338310114280117
"224" 429 "Western_Anatolia" "Greece" "10 km" -0.343211628409924 0.337331431881792
"225" 432 "Southern_Anatolia" "Turkey" "0.001 km" -0.371532050733569 0.31739853087754
"226" 432 "Southern_Anatolia" "Turkey" "0.1 km" -0.569660465322699 0.337308766557969
"227" 432 "Southern_Anatolia" "Turkey" "0.5 km" -0.448090338984769 0.334964753050494
"228" 432 "Southern_Anatolia" "Turkey" "1 km" -0.489360224753337 0.338284535902024
"229" 432 "Southern_Anatolia" "Turkey" "2 km" -0.511578188280409 0.340586818309029
"230" 432 "Southern_Anatolia" "Turkey" "5 km" -0.532680705951185 0.342966396988959
"231" 432 "Southern_Anatolia" "Turkey" "10 km" -0.541139941087678 0.344074109964093
"232" 432 "Southern_Anatolia" "Cyprus" "0.001 km" -0.371532050733569 0.31739853087754
"233" 432 "Southern_Anatolia" "Cyprus" "0.1 km" -0.569660465322699 0.337308766557969
"234" 432 "Southern_Anatolia" "Cyprus" "0.5 km" -0.448090338984769 0.334964753050494
"235" 432 "Southern_Anatolia" "Cyprus" "1 km" -0.489360224753337 0.338284535902024
"236" 432 "Southern_Anatolia" "Cyprus" "2 km" -0.511578188280409 0.340586818309029
"237" 432 "Southern_Anatolia" "Cyprus" "5 km" -0.532680705951185 0.342966396988959
"238" 432 "Southern_Anatolia" "Cyprus" "10 km" -0.541139941087678 0.344074109964093
"239" 423 "Thrace" "Bulgaria" "0.001 km" -0.253183425911468 0.30527615261862
"240" 423 "Thrace" "Bulgaria" "0.1 km" -0.537904303612727 0.338854571978192
"241" 423 "Thrace" "Bulgaria" "0.5 km" -0.544657281838226 0.340596466118745
"242" 423 "Thrace" "Bulgaria" "1 km" -0.482051556660876 0.340636101812988
"243" 423 "Thrace" "Bulgaria" "2 km" -0.409168153693179 0.339708663949948
"244" 423 "Thrace" "Bulgaria" "5 km" -0.453259908545514 0.342704150639955
"245" 423 "Thrace" "Bulgaria" "10 km" -0.448113269692244 0.342557642913463
"246" 423 "Thrace" "Serbia" "0.001 km" -0.253183425911468 0.30527615261862
"247" 423 "Thrace" "Serbia" "0.1 km" -0.537904303612727 0.338854571978192
"248" 423 "Thrace" "Serbia" "0.5 km" -0.544657281838226 0.340596466118745
"249" 423 "Thrace" "Serbia" "1 km" -0.482051556660876 0.340636101812988
"250" 423 "Thrace" "Serbia" "2 km" -0.409168153693179 0.339708663949948
"251" 423 "Thrace" "Serbia" "5 km" -0.453259908545514 0.342704150639955
"252" 423 "Thrace" "Serbia" "10 km" -0.448113269692244 0.342557642913463
"253" 423 "Thrace" "Turkey" "0.001 km" -0.253183425911468 0.30527615261862
"254" 423 "Thrace" "Turkey" "0.1 km" -0.537904303612727 0.338854571978192
"255" 423 "Thrace" "Turkey" "0.5 km" -0.544657281838226 0.340596466118745
"256" 423 "Thrace" "Turkey" "1 km" -0.482051556660876 0.340636101812988
"257" 423 "Thrace" "Turkey" "2 km" -0.409168153693179 0.339708663949948
"258" 423 "Thrace" "Turkey" "5 km" -0.453259908545514 0.342704150639955
"259" 423 "Thrace" "Turkey" "10 km" -0.448113269692244 0.342557642913463
"260" 423 "Thrace" "North Macedonia" "0.001 km" -0.253183425911468 0.30527615261862
"261" 423 "Thrace" "North Macedonia" "0.1 km" -0.537904303612727 0.338854571978192
"262" 423 "Thrace" "North Macedonia" "0.5 km" -0.544657281838226 0.340596466118745
"263" 423 "Thrace" "North Macedonia" "1 km" -0.482051556660876 0.340636101812988
"264" 423 "Thrace" "North Macedonia" "2 km" -0.409168153693179 0.339708663949948
"265" 423 "Thrace" "North Macedonia" "5 km" -0.453259908545514 0.342704150639955
"266" 423 "Thrace" "North Macedonia" "10 km" -0.448113269692244 0.342557642913463
