"EcoR_ID" "EcoR_Name" "NAME_ENGL" "disp_plot" "Coef_b" "Coef_q"
"145" 422 "Vardar" "North Macedonia" "2 km" -0.885581667622124 0.349451578081256
"146" 422 "Vardar" "North Macedonia" "5 km" -0.898405484097589 0.351854778589275
"147" 422 "Vardar" "North Macedonia" "10 km" -1.00726539806277 0.355384071404928
"148" 422 "Vardar" "Greece" "0.001 km" -0.792894931025547 0.337406363499352
"149" 422 "Vardar" "Greece" "0.1 km" -0.992465452379596 0.348871423751082
"150" 422 "Vardar" "Greece" "0.5 km" -0.933569586972269 0.348054709544449
"151" 422 "Vardar" "Greece" "1 km" -0.896197728707251 0.34898543391682
"152" 422 "Vardar" "Greece" "2 km" -0.885581667622124 0.349451578081256
"153" 422 "Vardar" "Greece" "5 km" -0.898405484097589 0.351854778589275
"154" 422 "Vardar" "Greece" "10 km" -1.00726539806277 0.355384071404928
"155" 419 "Dalmatia" "Slovenia" "0.001 km" -0.330216581888164 0.318339518129679
"156" 419 "Dalmatia" "Slovenia" "0.1 km" -0.593162588643727 0.341131360001949
"157" 419 "Dalmatia" "Slovenia" "0.5 km" -0.663096670308648 0.345039589716473
"158" 419 "Dalmatia" "Slovenia" "1 km" -0.554151927132797 0.343624781050889
"159" 419 "Dalmatia" "Slovenia" "2 km" -0.564970606965097 0.345434920847664
"160" 419 "Dalmatia" "Slovenia" "5 km" -0.486956850141445 0.344316717778441
"161" 419 "Dalmatia" "Slovenia" "10 km" -0.503220742708954 0.344830454777219
"162" 419 "Dalmatia" "Italy" "0.001 km" -0.330216581888164 0.318339518129679
"163" 419 "Dalmatia" "Italy" "0.1 km" -0.593162588643727 0.341131360001949
"164" 419 "Dalmatia" "Italy" "0.5 km" -0.663096670308648 0.345039589716473
"165" 419 "Dalmatia" "Italy" "1 km" -0.554151927132797 0.343624781050889
"166" 419 "Dalmatia" "Italy" "2 km" -0.564970606965097 0.345434920847664
"167" 419 "Dalmatia" "Italy" "5 km" -0.486956850141445 0.344316717778441
"168" 419 "Dalmatia" "Italy" "10 km" -0.503220742708954 0.344830454777219
"169" 419 "Dalmatia" "Croatia" "0.001 km" -0.330216581888164 0.318339518129679
"170" 419 "Dalmatia" "Croatia" "0.1 km" -0.593162588643727 0.341131360001949
"171" 419 "Dalmatia" "Croatia" "0.5 km" -0.663096670308648 0.345039589716473
"172" 419 "Dalmatia" "Croatia" "1 km" -0.554151927132797 0.343624781050889
"173" 419 "Dalmatia" "Croatia" "2 km" -0.564970606965097 0.345434920847664
"174" 419 "Dalmatia" "Croatia" "5 km" -0.486956850141445 0.344316717778441
"175" 419 "Dalmatia" "Croatia" "10 km" -0.503220742708954 0.344830454777219
"176" 419 "Dalmatia" "Bosnia and Herzegovina" "0.001 km" -0.330216581888164 0.318339518129679
"177" 419 "Dalmatia" "Bosnia and Herzegovina" "0.1 km" -0.593162588643727 0.341131360001949
"178" 419 "Dalmatia" "Bosnia and Herzegovina" "0.5 km" -0.663096670308648 0.345039589716473
"179" 419 "Dalmatia" "Bosnia and Herzegovina" "1 km" -0.554151927132797 0.343624781050889
